Date,Time,Temp,Humidity,Heat
2024-01-03,02:30:00,25.58,41.41,78.04
2024-01-03,03:00:00,24.31,53.65,75.76
2024-01-03,03:30:00,27.46,79.27,81.43
2024-01-03,04:00:00,22.07,46.23,71.73
2024-01-03,04:30:00,25.26,46.7,77.47
2024-01-03,05:00:00,23.13,64.34,73.63
2024-01-03,05:30:00,24.46,45.42,76.03
2024-01-03,06:00:00,23.91,63.48,75.04
2024-01-03,06:30:00,25.8,66.99,78.44
2024-01-03,07:00:00,26.76,74.57,80.17
2024-01-03,07:30:00,25.96,77.66,78.73
2024-01-03,08:00:00,23.77,54.19,74.79
2024-01-03,08:30:00,22.54,54.68,72.57
2024-01-03,09:00:00,26.0,50.2,78.8
2024-01-03,09:30:00,27.02,79.66,80.64
2024-01-03,10:00:00,27.55,67.36,81.59
2024-01-03,10:30:00,23.08,45.35,73.54
2024-01-03,11:00:00,23.69,74.48,74.64
2024-01-03,11:30:00,23.18,62.98,73.72
2024-01-03,12:00:00,27.04,74.81,80.67
2024-01-03,12:30:00,23.98,62.52,75.16
2024-01-03,13:00:00,27.45,68.99,81.41
2024-01-03,13:30:00,23.64,66.81,74.55
2024-01-03,14:00:00,23.14,57.69,73.65
2024-01-03,14:30:00,27.55,52.57,81.59
2024-01-03,15:00:00,25.48,70.5,77.86
2024-01-03,15:30:00,26.86,53.86,80.35
2024-01-03,16:00:00,24.4,43.43,75.92
2024-01-03,16:30:00,25.87,66.2,78.57
2024-01-03,17:00:00,24.07,75.49,75.33
2024-01-03,17:30:00,23.71,52.46,74.68
2024-01-03,18:00:00,27.85,67.49,82.13
2024-01-03,18:30:00,22.51,75.97,72.52
2024-01-03,19:00:00,23.56,66.83,74.41
2024-01-03,19:30:00,24.82,54.65,76.68
2024-01-03,20:00:00,25.96,70.62,78.73
2024-01-03,20:30:00,27.63,61.12,81.73
2024-01-03,21:00:00,23.69,76.16,74.64
2024-01-03,21:30:00,23.14,74.95,73.65
2024-01-03,22:00:00,25.55,73.46,77.99
2024-01-03,22:30:00,24.76,72.72,76.57
2024-01-03,23:00:00,27.07,64.67,80.73
2024-01-03,23:30:00,25.81,55.28,78.46
2024-01-04,00:00:00,27.79,43.3,82.02
2024-01-04,00:30:00,26.96,78.35,80.53
2024-01-04,01:00:00,23.6,54.35,74.48
2024-01-04,01:30:00,27.71,59.68,81.88
2024-01-04,02:00:00,24.89,41.76,76.8
2024-01-04,02:30:00,25.15,59.43,77.27
2024-01-04,03:00:00,23.95,40.07,75.11
2024-01-04,03:30:00,25.71,70.49,78.28
2024-01-04,04:00:00,25.56,69.59,78.01
2024-01-04,04:30:00,26.8,67.03,80.24
2024-01-04,05:00:00,24.44,44.07,75.99
2024-01-04,05:30:00,26.45,68.11,79.61
2024-01-04,06:00:00,23.97,51.04,75.15
2024-01-04,06:30:00,24.67,45.02,76.41
2024-01-04,07:00:00,24.69,48.82,76.44
2024-01-04,07:30:00,24.01,74.04,75.22
2024-01-04,08:00:00,22.06,75.15,71.71
2024-01-04,08:30:00,22.86,47.61,73.15
2024-01-04,09:00:00,23.12,73.09,73.62
2024-01-04,09:30:00,25.94,49.67,78.69
2024-01-04,10:00:00,23.9,40.52,75.02
2024-01-04,10:30:00,26.32,43.68,79.38
2024-01-04,11:00:00,24.51,47.68,76.12
2024-01-04,11:30:00,24.09,61.29,75.36
2024-01-04,12:00:00,25.27,70.82,77.49
2024-01-04,12:30:00,27.14,57.82,80.85
2024-01-04,13:00:00,24.3,72.0,75.74
2024-01-04,13:30:00,24.4,46.49,75.92
2024-01-04,14:00:00,22.79,43.34,73.02
2024-01-04,14:30:00,22.96,53.74,73.33
2024-01-04,15:00:00,23.84,55.34,74.91
2024-01-04,15:30:00,22.91,50.32,73.24
2024-01-04,16:00:00,22.36,60.22,72.25
2024-01-04,16:30:00,26.2,76.11,79.16
2024-01-04,17:00:00,22.37,59.1,72.27
2024-01-04,17:30:00,24.14,56.96,75.45
2024-01-04,18:00:00,25.42,49.26,77.76
2024-01-04,18:30:00,24.18,43.7,75.52
2024-01-04,19:00:00,24.78,69.92,76.6
2024-01-04,19:30:00,27.1,70.81,80.78
2024-01-04,20:00:00,26.94,71.03,80.49
2024-01-04,20:30:00,23.26,67.07,73.87
2024-01-04,21:00:00,26.74,51.89,80.13
2024-01-04,21:30:00,24.83,46.87,76.69
2024-01-04,22:00:00,22.53,51.44,72.55
2024-01-04,22:30:00,22.32,76.6,72.18
2024-01-04,23:00:00,26.69,50.18,80.04
2024-01-04,23:30:00,22.04,48.3,71.67
2024-01-05,00:00:00,23.34,60.25,74.01
2024-01-05,00:30:00,23.63,71.25,74.53
2024-01-05,01:00:00,27.25,50.09,81.05
2024-01-05,01:30:00,25.33,51.96,77.59
2024-01-05,02:00:00,25.31,51.91,77.56
2024-01-05,02:30:00,25.33,66.55,77.59
2024-01-05,03:00:00,26.42,62.94,79.56
2024-01-05,03:30:00,22.68,76.3,72.82
2024-01-05,04:00:00,23.04,79.28,73.47
2024-01-05,04:30:00,26.97,54.3,80.55
2024-01-05,05:00:00,25.15,42.73,77.27
2024-01-05,05:30:00,26.54,43.28,79.77
2024-01-05,06:00:00,27.22,68.23,81.0
2024-01-05,06:30:00,26.56,50.23,79.81
2024-01-05,07:00:00,26.94,43.87,80.49
2024-01-05,07:30:00,22.73,68.2,72.91
2024-01-05,08:00:00,27.82,46.92,82.08
2024-01-05,08:30:00,26.1,59.37,78.98
2024-01-05,09:00:00,24.47,78.64,76.05
2024-01-05,09:30:00,24.23,79.56,75.61
2024-01-05,10:00:00,25.92,64.51,78.66
2024-01-05,10:30:00,27.22,55.33,81.0
2024-01-05,11:00:00,22.14,74.09,71.85
2024-01-05,11:30:00,25.19,60.04,77.34
2024-01-05,12:00:00,25.11,65.75,77.2
2024-01-05,12:30:00,26.57,62.98,79.83
2024-01-05,13:00:00,26.66,57.81,79.99
2024-01-05,13:30:00,23.69,51.54,74.64
2024-01-05,14:00:00,23.67,64.97,74.61
2024-01-05,14:30:00,22.75,58.66,72.95
2024-01-05,15:00:00,27.8,57.18,82.04
2024-01-05,15:30:00,23.56,62.24,74.41
2024-01-05,16:00:00,24.33,45.22,75.79
2024-01-05,16:30:00,24.64,61.26,76.35
2024-01-05,17:00:00,22.6,67.86,72.68
2024-01-05,17:30:00,24.43,74.85,75.97
2024-01-05,18:00:00,26.17,74.75,79.11
2024-01-05,18:30:00,22.44,52.35,72.39
2024-01-05,19:00:00,24.99,73.94,76.98
2024-01-05,19:30:00,23.95,60.41,75.11
2024-01-05,20:00:00,23.8,74.9,74.84
2024-01-05,20:30:00,26.6,57.17,79.88
2024-01-05,21:00:00,23.56,60.28,74.41
2024-01-05,21:30:00,26.13,72.15,79.03
2024-01-05,22:00:00,25.76,68.58,78.37
2024-01-05,22:30:00,24.92,69.84,76.86
2024-01-05,23:00:00,24.34,47.5,75.81
2024-01-05,23:30:00,23.88,61.0,74.98
2024-01-06,00:00:00,25.39,61.55,77.7
2024-01-06,00:30:00,26.6,71.76,79.88
2024-01-06,01:00:00,23.32,69.95,73.98
2024-01-06,01:30:00,24.94,75.07,76.89
2024-01-06,02:00:00,24.39,54.09,75.9
2024-01-06,02:30:00,22.11,47.54,71.8
2024-01-06,03:00:00,26.42,75.07,79.56
2024-01-06,03:30:00,26.38,44.85,79.48
2024-01-06,04:00:00,24.1,54.23,75.38
2024-01-06,04:30:00,26.92,63.27,80.46
2024-01-06,05:00:00,23.23,60.14,73.81
2024-01-06,05:30:00,24.95,54.21,76.91
2024-01-06,06:00:00,27.2,73.16,80.96
2024-01-06,06:30:00,25.19,66.67,77.34
2024-01-06,07:00:00,22.21,48.09,71.98
2024-01-06,07:30:00,22.48,54.4,72.46
2024-01-06,08:00:00,23.16,50.75,73.69
2024-01-06,08:30:00,24.84,66.11,76.71
2024-01-06,09:00:00,27.17,54.11,80.91
2024-01-06,09:30:00,23.42,67.6,74.16
2024-01-06,10:00:00,24.01,67.8,75.22
2024-01-06,10:30:00,25.62,71.44,78.12
2024-01-06,11:00:00,24.43,71.31,75.97
2024-01-06,11:30:00,22.4,63.36,72.32
2024-01-06,12:00:00,23.67,40.34,74.61
2024-01-06,12:30:00,26.51,67.87,79.72
2024-01-06,13:00:00,24.57,75.8,76.23
2024-01-06,13:30:00,23.39,40.32,74.1
2024-01-06,14:00:00,27.79,69.34,82.02
2024-01-06,14:30:00,22.43,79.19,72.37
2024-01-06,15:00:00,23.24,76.27,73.83
2024-01-06,15:30:00,25.75,41.99,78.35
2024-01-06,16:00:00,22.02,79.08,71.64
2024-01-06,16:30:00,25.92,68.24,78.66
2024-01-06,17:00:00,27.05,70.03,80.69
2024-01-06,17:30:00,26.58,70.13,79.84
2024-01-06,18:00:00,24.85,55.12,76.73
2024-01-06,18:30:00,24.74,59.57,76.53
2024-01-06,19:00:00,22.11,71.51,71.8
2024-01-06,19:30:00,25.87,54.95,78.57
2024-01-06,20:00:00,25.02,73.38,77.04
2024-01-06,20:30:00,26.21,69.44,79.18
2024-01-06,21:00:00,25.72,49.22,78.3
2024-01-06,21:30:00,22.52,69.51,72.54
2024-01-06,22:00:00,27.74,54.0,81.93
2024-01-06,22:30:00,26.59,59.31,79.86
2024-01-06,23:00:00,27.6,45.31,81.68
2024-01-06,23:30:00,25.33,40.74,77.59
2024-01-07,00:00:00,26.32,76.68,79.38
2024-01-07,00:30:00,22.24,76.99,72.03
2024-01-07,01:00:00,24.3,43.81,75.74
2024-01-07,01:30:00,23.7,43.49,74.66
2024-01-07,02:00:00,27.91,52.86,82.24
2024-01-07,02:30:00,26.07,75.99,78.93
2024-01-07,03:00:00,26.16,54.89,79.09
2024-01-07,03:30:00,27.56,61.16,81.61
2024-01-07,04:00:00,24.45,71.44,76.01
2024-01-07,04:30:00,24.43,60.86,75.97
2024-01-07,05:00:00,27.67,52.8,81.81
2024-01-07,05:30:00,23.3,43.02,73.94
2024-01-07,06:00:00,22.42,54.78,72.36
2024-01-07,06:30:00,22.35,47.44,72.23
2024-01-07,07:00:00,23.11,52.75,73.6
2024-01-07,07:30:00,23.28,71.82,73.9
2024-01-07,08:00:00,26.32,52.04,79.38
2024-01-07,08:30:00,25.53,78.37,77.95
2024-01-07,09:00:00,27.89,67.43,82.2
2024-01-07,09:30:00,25.64,62.24,78.15
2024-01-07,10:00:00,25.74,47.03,78.33
2024-01-07,10:30:00,22.32,77.64,72.18
2024-01-07,11:00:00,25.62,71.77,78.12
2024-01-07,11:30:00,23.14,68.9,73.65
2024-01-07,12:00:00,23.86,42.71,74.95
2024-01-07,12:30:00,25.17,76.84,77.31
2024-01-07,13:00:00,23.8,49.03,74.84
2024-01-07,13:30:00,22.11,42.08,71.8
2024-01-07,14:00:00,24.38,69.06,75.88
2024-01-07,14:30:00,24.14,40.93,75.45
2024-01-07,15:00:00,25.3,67.14,77.54
2024-01-07,15:30:00,24.48,70.93,76.06
2024-01-07,16:00:00,22.76,54.64,72.97
2024-01-07,16:30:00,27.29,52.59,81.12
2024-01-07,17:00:00,22.46,61.72,72.43
2024-01-07,17:30:00,23.41,63.82,74.14
2024-01-07,18:00:00,27.74,45.99,81.93
2024-01-07,18:30:00,22.47,42.99,72.45
2024-01-07,19:00:00,26.93,41.92,80.47
2024-01-07,19:30:00,26.96,70.48,80.53
2024-01-07,20:00:00,27.46,56.42,81.43
2024-01-07,20:30:00,25.13,68.45,77.23
2024-01-07,21:00:00,23.12,72.59,73.62
2024-01-07,21:30:00,22.53,56.15,72.55
2024-01-07,22:00:00,26.8,53.64,80.24
2024-01-07,22:30:00,25.82,57.91,78.48
2024-01-07,23:00:00,25.94,74.24,78.69
2024-01-07,23:30:00,22.99,52.66,73.38
2024-01-08,00:00:00,27.97,47.69,82.35
2024-01-08,00:30:00,25.38,68.19,77.68
2024-01-08,01:00:00,24.58,50.33,76.24
2024-01-08,01:30:00,27.11,63.24,80.8
2024-01-08,02:00:00,24.98,46.61,76.96
2024-01-08,02:30:00,23.86,73.58,74.95
2024-01-08,03:00:00,24.11,40.37,75.4
2024-01-08,03:30:00,23.86,52.53,74.95
2024-01-08,04:00:00,23.43,79.09,74.17
2024-01-08,04:30:00,24.2,77.56,75.56
2024-01-08,05:00:00,22.05,42.37,71.69
2024-01-08,05:30:00,25.18,53.95,77.32
2024-01-08,06:00:00,24.38,54.57,75.88
2024-01-08,06:30:00,22.31,67.54,72.16
2024-01-08,07:00:00,24.12,43.46,75.42
2024-01-08,07:30:00,22.0,72.29,71.6
2024-01-08,08:00:00,27.84,47.17,82.11
2024-01-08,08:30:00,27.64,64.3,81.75
2024-01-08,09:00:00,24.3,64.28,75.74
2024-01-08,09:30:00,27.19,61.68,80.94
2024-01-08,10:00:00,23.12,68.02,73.62
2024-01-08,10:30:00,26.61,46.31,79.9
2024-01-08,11:00:00,22.48,72.33,72.46
2024-01-08,11:30:00,24.8,63.4,76.64
2024-01-08,12:00:00,25.0,75.12,77.0
2024-01-08,12:30:00,23.23,48.73,73.81
2024-01-08,13:00:00,25.18,55.15,77.32
2024-01-08,13:30:00,24.75,41.7,76.55
2024-01-08,14:00:00,24.77,60.51,76.59
2024-01-08,14:30:00,23.71,54.68,74.68
2024-01-08,15:00:00,22.57,54.86,72.63
2024-01-08,15:30:00,23.85,66.6,74.93
2024-01-08,16:00:00,27.55,70.36,81.59
2024-01-08,16:30:00,27.4,43.53,81.32
2024-01-08,17:00:00,24.1,74.58,75.38
2024-01-08,17:30:00,25.62,61.88,78.12
2024-01-08,18:00:00,27.97,60.49,82.35
2024-01-08,18:30:00,26.99,76.25,80.58
2024-01-08,19:00:00,23.91,48.96,75.04
2024-01-08,19:30:00,24.6,76.86,76.28
2024-01-08,20:00:00,25.85,64.41,78.53
2024-01-08,20:30:00,25.68,46.13,78.22
2024-01-08,21:00:00,25.09,62.85,77.16
2024-01-08,21:30:00,24.95,41.07,76.91
2024-01-08,22:00:00,27.77,48.96,81.99
2024-01-08,22:30:00,23.43,78.5,74.17
2024-01-08,23:00:00,26.65,76.8,79.97
2024-01-08,23:30:00,23.49,61.09,74.28
2024-01-09,00:00:00,25.08,47.0,77.14
2024-01-09,00:30:00,25.72,49.69,78.3
2024-01-09,01:00:00,23.2,50.4,73.76
2024-01-09,01:30:00,23.07,41.21,73.53
2024-01-09,02:00:00,26.19,77.26,79.14
2024-01-09,02:30:00,24.95,46.92,76.91
2024-01-09,03:00:00,23.1,62.52,73.58
2024-01-09,03:30:00,27.27,50.19,81.09
2024-01-09,04:00:00,25.31,42.62,77.56
2024-01-09,04:30:00,25.06,47.58,77.11
2024-01-09,05:00:00,24.98,56.84,76.96
2024-01-09,05:30:00,27.89,75.58,82.2
2024-01-09,06:00:00,27.87,42.0,82.17
2024-01-09,06:30:00,25.89,77.79,78.6
2024-01-09,07:00:00,25.09,65.44,77.16
2024-01-09,07:30:00,23.38,74.65,74.08
2024-01-09,08:00:00,27.26,69.22,81.07
2024-01-09,08:30:00,24.14,53.49,75.45
2024-01-09,09:00:00,26.09,66.82,78.96
2024-01-09,09:30:00,24.05,44.88,75.29
2024-01-09,10:00:00,27.49,64.57,81.48
2024-01-09,10:30:00,23.78,61.93,74.8
2024-01-09,11:00:00,25.43,74.74,77.77
2024-01-09,11:30:00,27.64,42.62,81.75
2024-01-09,12:00:00,23.54,79.78,74.37
2024-01-09,12:30:00,22.42,41.48,72.36
2024-01-09,13:00:00,26.71,43.92,80.08
2024-01-09,13:30:00,26.93,44.21,80.47
2024-01-09,14:00:00,23.74,54.55,74.73
2024-01-09,14:30:00,22.42,40.55,72.36
2024-01-09,15:00:00,27.32,69.17,81.18
2024-01-09,15:30:00,23.23,52.18,73.81
2024-01-09,16:00:00,24.62,56.13,76.32
2024-01-09,16:30:00,26.42,57.38,79.56
2024-01-09,17:00:00,25.48,63.2,77.86
2024-01-09,17:30:00,27.02,58.23,80.64
2024-01-09,18:00:00,23.09,45.1,73.56
2024-01-09,18:30:00,23.05,42.59,73.49
2024-01-09,19:00:00,24.22,55.72,75.6
2024-01-09,19:30:00,25.46,49.47,77.83
2024-01-09,20:00:00,23.01,49.46,73.42
2024-01-09,20:30:00,25.59,58.93,78.06
2024-01-09,21:00:00,24.63,42.54,76.33
2024-01-09,21:30:00,25.51,53.04,77.92
2024-01-09,22:00:00,26.06,57.17,78.91
2024-01-09,22:30:00,27.13,52.16,80.83
2024-01-09,23:00:00,23.06,62.05,73.51
2024-01-09,23:30:00,24.99,60.27,76.98
2024-01-10,00:00:00,25.86,46.07,78.55
2024-01-10,00:30:00,27.79,63.1,82.02
2024-01-10,01:00:00,27.32,40.16,81.18
2024-01-10,01:30:00,26.56,65.6,79.81
2024-01-10,02:00:00,22.08,46.89,71.74
2024-01-10,02:30:00,27.92,75.9,82.26
2024-01-10,03:00:00,24.71,65.27,76.48
2024-01-10,03:30:00,22.25,79.92,72.05
2024-01-10,04:00:00,26.75,48.65,80.15
2024-01-10,04:30:00,27.45,56.38,81.41
2024-01-10,05:00:00,25.56,51.98,78.01
2024-01-10,05:30:00,27.54,74.2,81.57
2024-01-10,06:00:00,27.01,51.76,80.62
2024-01-10,06:30:00,23.88,68.81,74.98
2024-01-10,07:00:00,24.96,58.67,76.93
2024-01-10,07:30:00,25.87,69.41,78.57
2024-01-10,08:00:00,25.14,47.5,77.25
2024-01-10,08:30:00,27.36,64.54,81.25
2024-01-10,09:00:00,25.76,48.41,78.37
2024-01-10,09:30:00,26.54,62.67,79.77
2024-01-10,10:00:00,22.43,44.22,72.37
2024-01-10,10:30:00,24.39,63.23,75.9
2024-01-10,11:00:00,22.58,78.92,72.64
2024-01-10,11:30:00,25.64,55.5,78.15
2024-01-10,12:00:00,27.38,61.46,81.28
2024-01-10,12:30:00,22.92,66.15,73.26
2024-01-10,13:00:00,24.7,62.78,76.46
2024-01-10,13:30:00,23.71,40.52,74.68
2024-01-10,14:00:00,23.5,49.56,74.3
2024-01-10,14:30:00,23.33,57.76,73.99
2024-01-10,15:00:00,23.14,69.71,73.65
2024-01-10,15:30:00,25.24,46.47,77.43
2024-01-10,16:00:00,24.63,72.63,76.33
2024-01-10,16:30:00,22.16,51.22,71.89
2024-01-10,17:00:00,25.69,49.49,78.24
2024-01-10,17:30:00,27.16,63.22,80.89
2024-01-10,18:00:00,27.8,64.94,82.04
2024-01-10,18:30:00,27.64,67.45,81.75
2024-01-10,19:00:00,23.64,76.97,74.55
2024-01-10,19:30:00,27.68,70.14,81.82
2024-01-10,20:00:00,26.07,67.56,78.93
2024-01-10,20:30:00,23.72,53.58,74.7
2024-01-10,21:00:00,26.54,52.11,79.77
2024-01-10,21:30:00,24.22,75.12,75.6
2024-01-10,22:00:00,22.05,77.16,71.69
2024-01-10,22:30:00,25.56,41.07,78.01
2024-01-10,23:00:00,22.84,41.47,73.11
2024-01-10,23:30:00,24.16,49.77,75.49
2024-01-11,00:00:00,24.61,54.73,76.3
2024-01-11,00:30:00,25.24,40.12,77.43
2024-01-11,01:00:00,23.09,47.93,73.56
2024-01-11,01:30:00,23.97,50.33,75.15
2024-01-11,02:00:00,22.7,71.25,72.86
2024-01-11,02:30:00,24.47,48.85,76.05
2024-01-11,03:00:00,24.58,57.01,76.24
2024-01-11,03:30:00,25.61,58.91,78.1
2024-01-11,04:00:00,27.12,68.03,80.82
2024-01-11,04:30:00,27.28,76.17,81.1
2024-01-11,05:00:00,22.55,50.24,72.59
2024-01-11,05:30:00,23.72,44.06,74.7
2024-01-11,06:00:00,27.02,76.38,80.64
2024-01-11,06:30:00,25.73,66.73,78.31
2024-01-11,07:00:00,26.26,51.19,79.27
2024-01-11,07:30:00,27.55,50.84,81.59
2024-01-11,08:00:00,23.47,71.86,74.25
2024-01-11,08:30:00,25.87,46.84,78.57
2024-01-11,09:00:00,26.98,57.94,80.56
2024-01-11,09:30:00,24.39,61.71,75.9
2024-01-11,10:00:00,23.3,45.11,73.94
2024-01-11,10:30:00,24.39,71.7,75.9
2024-01-11,11:00:00,26.44,57.44,79.59
2024-01-11,11:30:00,27.6,58.69,81.68
2024-01-11,12:00:00,27.71,56.74,81.88
2024-01-11,12:30:00,23.43,73.04,74.17
2024-01-11,13:00:00,24.62,65.25,76.32
2024-01-11,13:30:00,22.04,46.06,71.67
2024-01-11,14:00:00,27.46,74.53,81.43
2024-01-11,14:30:00,25.43,59.43,77.77
2024-01-11,15:00:00,22.42,75.99,72.36
2024-01-11,15:30:00,26.81,46.8,80.26
2024-01-11,16:00:00,22.86,47.32,73.15
2024-01-11,16:30:00,27.26,67.21,81.07
2024-01-11,17:00:00,24.28,74.0,75.7
2024-01-11,17:30:00,26.07,76.86,78.93
2024-01-11,18:00:00,22.02,77.73,71.64
2024-01-11,18:30:00,23.48,69.28,74.26
2024-01-11,19:00:00,25.13,70.62,77.23
2024-01-11,19:30:00,27.5,72.43,81.5
2024-01-11,20:00:00,24.22,60.77,75.6
2024-01-11,20:30:00,26.49,67.75,79.68
2024-01-11,21:00:00,24.81,48.06,76.66
2024-01-11,21:30:00,25.67,75.24,78.21
2024-01-11,22:00:00,22.36,54.77,72.25
2024-01-11,22:30:00,24.72,58.24,76.5
2024-01-11,23:00:00,22.81,75.89,73.06
2024-01-11,23:30:00,26.76,73.09,80.17
2024-01-12,00:00:00,23.03,51.28,73.45
2024-01-12,00:30:00,23.69,50.91,74.64
2024-01-12,01:00:00,27.86,61.66,82.15
2024-01-12,01:30:00,27.97,66.67,82.35
2024-01-12,02:00:00,23.08,63.83,73.54
2024-01-12,02:30:00,25.31,74.06,77.56
2024-01-12,03:00:00,22.19,61.59,71.94
2024-01-12,03:30:00,23.83,60.23,74.89
2024-01-12,04:00:00,27.37,41.75,81.27
2024-01-12,04:30:00,24.63,58.52,76.33
2024-01-12,05:00:00,22.87,52.73,73.17
2024-01-12,05:30:00,24.08,44.23,75.34
2024-01-12,06:00:00,23.18,51.3,73.72
2024-01-12,06:30:00,26.8,41.68,80.24
2024-01-12,07:00:00,27.49,49.7,81.48
2024-01-12,07:30:00,24.41,77.53,75.94
2024-01-12,08:00:00,23.14,76.95,73.65
2024-01-12,08:30:00,25.09,47.4,77.16
2024-01-12,09:00:00,23.02,67.82,73.44
2024-01-12,09:30:00,23.53,66.82,74.35
2024-01-12,10:00:00,22.27,58.67,72.09
2024-01-12,10:30:00,23.43,42.0,74.17
2024-01-12,11:00:00,27.47,75.5,81.45
2024-01-12,11:30:00,25.66,53.56,78.19
2024-01-12,12:00:00,25.49,49.76,77.88
2024-01-12,12:30:00,27.7,56.1,81.86
2024-01-12,13:00:00,24.96,41.44,76.93
2024-01-12,13:30:00,25.45,49.94,77.81
2024-01-12,14:00:00,23.97,79.69,75.15
2024-01-12,14:30:00,25.19,46.53,77.34
